gene	cluster	cell_type	individual	gene.score	p_val_adj	diff.pct	enrichment.ratio	pct.1	pct.2	avg_logFC
BCAN	v1	rg	gw18	1.73198	0	0.419	2	0.838	0.419	0.86599
CNN3	v1	rg	gw18	1.73183	0	0.407	1.72035	0.972	0.565	1.00667
ARGLU1	v1	rg	gw18	1.71846	0	0.495	2.44315	0.838	0.343	0.70338
TSPO	v1	rg	gw18	1.69636	0	0.366	3.03333	0.546	0.18	0.55924
ARL6IP4	v1	rg	gw18	1.69575	0	0.363	3.38816	0.515	0.152	0.50049
RAB2A	v1	rg	gw18	1.68988	0	0.434	2.58394	0.708	0.274	0.65399
ITM2C	v1	rg	gw18	1.67708	0	0.321	2.42667	0.546	0.225	0.6911
GUK1	v1	rg	gw18	1.67682	0	0.408	2.87156	0.626	0.218	0.58394
YWHAQ	v1	rg	gw18	1.60953	0	0.451	1.93568	0.933	0.482	0.8315
TUFM	v1	rg	gw18	1.58818	0	0.432	2.70751	0.685	0.253	0.58658
SQLE	v1	rg	gw18	1.55812	0	0.415	1.98109	0.838	0.423	0.7865
SRSF2	v1	rg	gw18	1.55279	0	0.476	2.50633	0.792	0.316	0.61955
RABAC1	v1	rg	gw18	1.5439	0	0.425	2.50177	0.708	0.283	0.61712
ITM2B	v1	rg	gw18	1.54106	0	0.498	2.48657	0.833	0.335	0.61976
NDUFB10	v1	rg	gw18	1.5386	0	0.427	2.62357	0.69	0.263	0.58645
SARAF	v1	rg	gw18	1.5373000000000001	0	0.443	2.01606	0.879	0.436	0.76253
RRAGA	v1	rg	gw18	1.50999	0	0.372	2.9375	0.564	0.192	0.51404
EIF3J	v1	rg	gw18	1.47902	0	0.345	3.11656	0.508	0.163	0.47457
ARPC2	v1	rg	gw18	1.44924	0	0.413	2.24773	0.744	0.331	0.64476
GPX1	v1	rg	gw18	1.43332	0	0.372	2.7971	0.579	0.207	0.51243
C7orf50	v1	rg	gw18	1.4325	0	0.381	2.99476	0.572	0.191	0.47833
PSMD8	v1	rg	gw18	1.41833	0	0.392	2.46816	0.659	0.267	0.57465
TMEM147	v1	rg	gw18	1.41235	0	0.396	2.98995	0.595	0.199	0.47236
EMC6	v1	rg	gw18	1.41027	0	0.348	3.21656	0.505	0.157	0.43844
PDIA3	v1	rg	gw18	1.40833	0	0.395	2.36207	0.685	0.29	0.59623
TUBB2B	v1	rg	gw18	1.40718	0	0.207	1.26103	1	0.793	1.11589
ATXN10	v1	rg	gw18	1.40031	0	0.355	2.5991	0.577	0.222	0.53877
EIF5	v1	rg	gw18	1.40012	0	0.398	2.00252	0.795	0.397	0.69918
FKBP8	v1	rg	gw18	1.39924	0	0.366	2.5443	0.603	0.237	0.54995
PEBP1	v1	rg	gw18	1.39867	0	0.364	1.59868	0.972	0.608	0.87489
FAM171B	v1	rg	gw18	1.38978	0	0.337	2.37551	0.582	0.245	0.58505
VIM	v1	rg	gw18	1.38851	0	0.081	1.08814	1	0.919	1.27604
CALM1	v1	rg	gw18	1.38635	0	0.355	1.60272	0.944	0.589	0.865
BTG3	v1	rg	gw18	1.38516	0	0.386	2.56275	0.633	0.247	0.5405
HNRNPA0	v1	rg	gw18	1.38344	0	0.481	2.26247	0.862	0.381	0.61148
SMARCB1	v1	rg	gw18	1.38059	0	0.363	3.09827	0.536	0.173	0.4456
NOL7	v1	rg	gw18	1.37404	0	0.36	3.14286	0.528	0.168	0.4372
GPX3	v1	rg	gw18	1.36155	0	0.361	1.93041	0.749	0.388	0.70531
PARP1	v1	rg	gw18	1.33309	0	0.406	1.93333	0.841	0.435	0.68953
RTN3	v1	rg	gw18	1.33275	0	0.343	1.63636	0.882	0.539	0.81446
GFAP	v1	rg	gw18	1.31329	0	0.348	2.12987	0.656	0.308	0.61661
CALR	v1	rg	gw18	1.31195	0	0.404	2.23547	0.731	0.327	0.58688
ATP6AP2	v1	rg	gw18	1.30742	0	0.309	2.53731	0.51	0.201	0.51528
KIF1A	v1	rg	gw18	1.30009	0	0.359	2.06845	0.695	0.336	0.62853
PGAM1	v1	rg	gw18	1.29358	0	0.379	2.18069	0.7	0.321	0.5932
PPP4C	v1	rg	gw18	1.28576	0	0.352	2.89247	0.538	0.186	0.44452
RHEB	v1	rg	gw18	1.28388	0	0.448	2.23757	0.81	0.362	0.57378
PLPP3	v1	rg	gw18	1.27739	0	0.327	2.21111	0.597	0.27	0.57772
TSPAN3	v1	rg	gw18	1.25514	0	0.376	2.14286	0.705	0.329	0.58573
EIF1AX	v1	rg	gw18	1.25184	0	0.39	2.08635	0.749	0.359	0.60001
OLFM2	v1	rg	gw18	1.24767	0	0.338	2.87778	0.518	0.18	0.43355
CHCHD2	v1	rg	gw18	1.22982	0	0.314	1.46657	0.987	0.673	0.83857
MAP1LC3B	v1	rg	gw18	1.217	0	0.358	2.95628	0.541	0.183	0.41167
VGLL4	v1	rg	gw18	1.21654	0	0.358	2.6729	0.572	0.214	0.45514
RDX	v1	rg	gw18	1.2115	0	0.407	1.92081	0.849	0.442	0.63072
DEK	v1	rg	gw18	1.20376	0	0.355	1.9126	0.744	0.389	0.62938
PTTG1IP	v1	rg	gw18	1.19707	0	0.322	2.64286	0.518	0.196	0.45295
NDFIP1	v1	rg	gw18	1.17282	0	0.426	2.24198	0.769	0.343	0.52312
CCNI	v1	rg	gw18	1.15662	0	0.305	1.45387	0.977	0.672	0.79555
CFAP97	v1	rg	gw18	1.15632	0	0.333	2.5782	0.544	0.211	0.4485
UBE2I	v1	rg	gw18	1.13858	0	0.317	2.14029	0.595	0.278	0.53197
H2AFY	v1	rg	gw18	1.13245	0	0.378	2.12166	0.715	0.337	0.53375
CYC1	v1	rg	gw18	1.11985	0	0.328	2.82222	0.508	0.18	0.3968
DBN1	v1	rg	gw18	1.10211	0	0.339	2.86264	0.521	0.182	0.385
GABARAPL2	v1	rg	gw18	1.10121	0	0.386	1.79098	0.874	0.488	0.61486
FKBP1A	v1	rg	gw18	1.08498	0	0.346	2.6878	0.551	0.205	0.40367
CD99	v1	rg	gw18	1.05419	0	0.391	2.15	0.731	0.34	0.49032
TPM1	v1	rg	gw18	1.03777	0	0.259	2.01172	0.515	0.256	0.51586
ILF3	v1	rg	gw18	1.03089	0	0.348	1.89691	0.736	0.388	0.54346
MRPL57	v1	rg	gw18	0.98774	0	0.292	2.29204	0.518	0.226	0.43094
TOP1	v1	rg	gw18	0.96928	0	0.321	2.34874	0.559	0.238	0.41268
CACYBP	v1	rg	gw18	0.94643	0	0.292	2.15873	0.544	0.252	0.43842
HLA-A	v1	rg	gw18	0.94053	0	0.292	1.8563	0.633	0.341	0.50667
FEZ1	v1	rg	gw18	0.93732	0	0.39	2.04278	0.764	0.374	0.45884
ALKBH7	v1	rg	gw18	0.9174	0	0.312	2.51456	0.518	0.206	0.36483
NCOR1	v1	rg	gw18	0.90405	0	0.346	2.02065	0.685	0.339	0.44741
PAPOLA	v1	rg	gw18	0.90325	0	0.318	2.01597	0.631	0.313	0.44805
PHYHIPL	v1	rg	gw18	0.90006	0	0.309	2.22134	0.562	0.253	0.40519
YWHAB	v1	rg	gw18	0.89955	0	0.332	1.71706	0.795	0.463	0.52389
SF1	v1	rg	gw18	0.89431	0	0.297	2.32589	0.521	0.224	0.3845
CSNK1A1	v1	rg	gw18	0.89369	0	0.307	1.93313	0.636	0.329	0.4623
ANP32B	v1	rg	gw18	0.88097	0	0.284	1.96928	0.577	0.293	0.44736
VIMP	v1	rg	gw18	0.86625	0	0.295	2.139	0.554	0.259	0.40498
IER2	v1	rg	gw18	0.8626	0	0.391	2.1268	0.738	0.347	0.40559
KLF6	v1	rg	gw18	0.86181	0	0.329	1.69409	0.803	0.474	0.50871
SNX3	v1	rg	gw18	0.85209	0	0.316	1.76699	0.728	0.412	0.48223
ZCCHC11	v1	rg	gw18	0.85024	0	0.297	2.05319	0.579	0.282	0.41411
RTN1	v1	rg	gw18	0.85001	0	0.344	1.81905	0.764	0.42	0.46728
GPX4	v1	rg	gw18	0.84772	0	0.331	1.7881	0.751	0.42	0.47409
BEX1	v1	rg	gw18	0.84409	0	0.287	1.58333	0.779	0.492	0.53311
UPF3A	v1	rg	gw18	0.82966	0	0.269	1.78886	0.61	0.341	0.4638
FHL1	v1	rg	gw18	0.82571	0	0.278	2.2087	0.508	0.23	0.37384
GLTSCR2	v1	rg	gw18	0.81274	0	0.399	2.71983	0.631	0.232	0.29882
USP1	v1	rg	gw18	0.81132	0	0.274	2.0873	0.526	0.252	0.38869
RCN1	v1	rg	gw18	0.81007	0	0.356	2.30882	0.628	0.272	0.35086
PDIA6	v1	rg	gw18	0.80884	0	0.317	1.84987	0.69	0.373	0.43724
TMED2	v1	rg	gw18	0.80578	0	0.304	2.51244	0.505	0.201	0.32072
VAMP2	v1	rg	gw18	0.7991	0	0.371	2.0109	0.738	0.367	0.39739
PPP2CA	v1	rg	gw18	0.7932	0	0.272	2.16738	0.505	0.233	0.36597
PHLDA1	v1	rg	gw18	0.79208	0	0.286	2.20675	0.523	0.237	0.35893
PPA1	v1	rg	gw18	0.78529	0	0.275	1.44212	0.897	0.622	0.54454
RBM17	v1	rg	gw18	0.7848	0	0.289	2.29018	0.513	0.224	0.34268
SMS	v1	rg	gw18	0.7814	0	0.256	1.85906	0.554	0.298	0.42032
MZT2A	v1	rg	gw18	0.78045	0	0.316	2.25896	0.567	0.251	0.34549
PPP1CC	v1	rg	gw18	0.77115	0	0.272	2.0625	0.528	0.256	0.37389
ID2	v1	rg	gw18	0.76646	0	0.235	1.39966	0.823	0.588	0.5476
TCF4	v1	rg	gw18	0.76329	0	0.262	1.40123	0.915	0.653	0.54473
SCRG1	v1	rg	gw18	0.75834	0	0.284	1.72821	0.674	0.39	0.4388
BNIP3	v1	rg	gw18	0.75071	0	0.314	2.447	0.531	0.217	0.30679
SMDT1	v1	rg	gw18	0.74764	0	0.273	1.67574	0.677	0.404	0.44616
PON2	v1	rg	gw18	0.73937	0	0.298	1.58777	0.805	0.507	0.46566
RTF1	v1	rg	gw18	0.73606	0	0.312	1.74463	0.731	0.419	0.4219
RAB1A	v1	rg	gw18	0.7327	0	0.283	2.05597	0.551	0.268	0.35638
WHSC1L1	v1	rg	gw18	0.71364	0	0.316	1.96341	0.644	0.328	0.36347
INTU	v1	rg	gw18	0.71291	0	0.316	1.91329	0.662	0.346	0.37261
H1F0	v1	rg	gw18	0.7077	0	0.262	1.66497	0.656	0.394	0.42505
CAPZB	v1	rg	gw18	0.69666	0	0.243	1.81544	0.541	0.298	0.38374
HSPB1	v1	rg	gw18	0.69629	0	0.317	1.69365	0.774	0.457	0.41112
GATM	v1	rg	gw18	0.68443	0	0.281	1.7741	0.644	0.363	0.38579
YTHDF2	v1	rg	gw18	0.66772	0	0.235	1.83929	0.515	0.28	0.36303
VCP	v1	rg	gw18	0.66695	0	0.279	2.23451	0.505	0.226	0.29848
PUF60	v1	rg	gw18	0.66348	0	0.308	1.69058	0.754	0.446	0.39245
PRKDC	v1	rg	gw18	0.66129	0	0.286	1.8882	0.608	0.322	0.35022
SBDS	v1	rg	gw18	0.6558	0	0.276	1.94845	0.567	0.291	0.33657
DOK5	v1	rg	gw18	0.63835	0	0.212	1.29817	0.923	0.711	0.49173
PSMA7	v1	rg	gw18	0.63825	0	0.242	1.40604	0.838	0.596	0.45394
CBX1	v1	rg	gw18	0.63234	0	0.234	1.49893	0.703	0.469	0.42186
VDAC2	v1	rg	gw18	0.62782	0	0.267	1.53939	0.762	0.495	0.40783
BICD1	v1	rg	gw18	0.62187	0	0.253	1.769	0.582	0.329	0.35154
PHGDH	v1	rg	gw18	0.61933	0	0.253	1.44154	0.826	0.573	0.42963
PTPRZ1	v1	rg	gw18	0.60056	0	0.03	1.03168	0.977	0.947	0.58212
APRT	v1	rg	gw18	0.60032	0	0.225	1.78947	0.51	0.285	0.33547
PRDX4	v1	rg	gw18	0.59543	0	0.253	1.86942	0.544	0.291	0.31851
PLEKHJ1	v1	rg	gw18	0.59426	0	0.238	1.9084	0.5	0.262	0.31139
PTGES3	v1	rg	gw18	0.59122	0	0.243	1.38633	0.872	0.629	0.42647
TCEA1	v1	rg	gw18	0.58972	0	0.272	1.60579	0.721	0.449	0.36725
PRPF38B	v1	rg	gw18	0.57847	0	0.248	1.80519	0.556	0.308	0.32045
HNRNPM	v1	rg	gw18	0.57306	0	0.243	1.43238	0.805	0.562	0.40008
CCND2	v1	rg	gw18	0.56499	0	0.245	1.39389	0.867	0.622	0.40533
ZBTB20	v1	rg	gw18	0.56384	0	0.262	1.50385	0.782	0.52	0.37493
RSF1	v1	rg	gw18	0.56319	0	0.232	1.50655	0.69	0.458	0.37383
DDX17	v1	rg	gw18	0.56153	0	0.251	1.43652	0.826	0.575	0.39089
ADD1	v1	rg	gw18	0.55699	0	0.215	1.73379	0.508	0.293	0.32126
FUS	v1	rg	gw18	0.55375	0	0.199	1.28388	0.9	0.701	0.43131
HP1BP3	v1	rg	gw18	0.55363	0	0.286	1.69927	0.695	0.409	0.32581
PSAT1	v1	rg	gw18	0.55312	0	0.227	1.41499	0.774	0.547	0.3909
OAT	v1	rg	gw18	0.54894	4e-5	0.192	1.51892	0.562	0.37	0.3614
NDUFS6	v1	rg	gw18	0.5475	0	0.29	1.76923	0.667	0.377	0.30945
UBXN4	v1	rg	gw18	0.5452	0	0.272	1.52308	0.792	0.52	0.35796
LSM2	v1	rg	gw18	0.54518	0	0.228	1.71028	0.549	0.321	0.31876
ZNF706	v1	rg	gw18	0.54459	0	0.265	1.64792	0.674	0.409	0.33047
CEP170	v1	rg	gw18	0.53907	0	0.244	1.69516	0.595	0.351	0.318
LHX2	v1	rg	gw18	0.53658	0	0.237	1.58231	0.644	0.407	0.33911
STAU1	v1	rg	gw18	0.53455	0	0.222	1.76289	0.513	0.291	0.30322
SMC4	v1	rg	gw18	0.52849	0	0.221	1.69062	0.541	0.32	0.3126
SMARCA4	v1	rg	gw18	0.526	0	0.25	1.98039	0.505	0.255	0.26561
PCM1	v1	rg	gw18	0.52354	0	0.241	1.52165	0.703	0.462	0.34406
FOXG1	v1	rg	gw18	0.52103	0	0.207	1.38547	0.744	0.537	0.37607
ACTB	v1	rg	gw18	0.51491	0	0.061	1.06517	0.997	0.936	0.48341
HDAC2	v1	rg	gw18	0.50892	0	0.235	1.64917	0.597	0.362	0.30859
GPM6B	v1	rg	gw18	0.49799	0	0.068	1.07925	0.926	0.858	0.46142
JUND	v1	rg	gw18	0.49282	0	0.275	1.77247	0.631	0.356	0.27804
SRSF11	v1	rg	gw18	0.48743	0	0.241	1.47723	0.746	0.505	0.32996
ARID4B	v1	rg	gw18	0.48608	0	0.261	1.73729	0.615	0.354	0.27979
AP3S1	v1	rg	gw18	0.48495	0	0.206	1.67763	0.51	0.304	0.28907
COMT	v1	rg	gw18	0.47743	0	0.259	1.74855	0.605	0.346	0.27304
ALDH9A1	v1	rg	gw18	0.47286	0	0.225	1.69444	0.549	0.324	0.27906
DCTN2	v1	rg	gw18	0.47087	0	0.219	1.51288	0.646	0.427	0.31124
DYNC1H1	v1	rg	gw18	0.46698	0	0.224	1.69565	0.546	0.322	0.2754
MSI2	v1	rg	gw18	0.4628	0.00114	0.18	1.54054	0.513	0.333	0.30041
MPC2	v1	rg	gw18	0.45792	0	0.249	1.8245	0.551	0.302	0.25099
STOML2	v1	rg	gw18	0.45746	0	0.214	1.71096	0.515	0.301	0.26737
LMO4	v1	rg	gw18	0.44476	0	0.213	1.71717	0.51	0.297	0.25901
LGALS1	v1	rg	gw18	0.44038	0	0.229	1.65805	0.577	0.348	0.2656
UBE2D3	v1	rg	gw18	0.43645	0	0.254	1.60476	0.674	0.42	0.27197
ECHS1	v1	rg	gw18	0.43208	3.7e-4	0.184	1.47792	0.569	0.385	0.29236
NDRG2	v1	rg	gw18	0.42806	1e-5	0.201	1.3814	0.728	0.527	0.30987
KIF21A	v1	rg	gw18	0.41577	1e-5	0.203	1.43284	0.672	0.469	0.29017
NRXN1	v1	rg	gw18	0.41237	1e-5	0.175	1.27429	0.813	0.638	0.32361
ENC1	v1	rg	gw18	0.40467	0	0.216	1.58221	0.587	0.371	0.25577
SERBP1	v1	rg	gw18	0.3963	9e-5	0.127	1.17162	0.867	0.74	0.33825
EIF3G	v1	rg	gw18	0.38933	0	0.222	1.54015	0.633	0.411	0.25279
PPP1CB	v1	rg	gw18	0.38899	2.6e-4	0.19	1.49738	0.572	0.382	0.25978
GNG5	v1	rg	gw18	0.38509	1e-4	0.187	1.34062	0.736	0.549	0.28725
SLC39A6	v1	rg	gw18	0.38448	6.6e-4	0.183	1.50413	0.546	0.363	0.25562
LINC00461	v1	rg	gw18	0.38061	0	0.155	1.21468	0.877	0.722	0.31334
TPR	v1	rg	gw18	0.38013	0	0.207	1.4268	0.692	0.485	0.26642
C11orf31	v1	rg	gw18	0.37674	0	0.215	1.4049	0.746	0.531	0.26816
ATP1A2	v1	rg	gw18	0.37454	0	0.215	1.49539	0.649	0.434	0.25046
COX5B	v1	rg	gw18	0.3718	0	0.244	1.42882	0.813	0.569	0.26021
NNAT	v1	rg	gw18	0.36838	5e-5	0.111	1.13537	0.931	0.82	0.32446
HNRNPU	v1	rg	gw18	0.36283	0	0.195	1.32392	0.797	0.602	0.27406
NFIA	v1	rg	gw18	0.36241	2.3e-4	0.137	1.18514	0.877	0.74	0.3058
RPL8	v1	rg	gw18	0.35612	0	0.038	1.0395	1	0.962	0.34259
GABPB1-AS1	v1	rg	gw18	0.3506	1.1e-4	0.192	1.38945	0.685	0.493	0.25233
ATP5B	v1	rg	gw18	0.34978	0.00545	0.119	1.16482	0.841	0.722	0.30029
EEF2	v1	rg	gw18	0.3489	0	0.1	1.11534	0.967	0.867	0.31281
NAP1L1	v1	rg	gw18	0.33232	0.00108	0.061	1.0677	0.962	0.901	0.31124
SEPT11	v1	rg	gw18	0.3306	0	0.117	1.13813	0.964	0.847	0.29047
PABPC1	v1	rg	gw18	0.32351	0.01418	0.155	1.25327	0.767	0.612	0.25813
FABP5	v1	rg	gw18	0.32082	0.00139	-0.004	0.996	0.995	0.999	0.32211
PTMA	v1	rg	gw18	0.26357	2.1e-4	0.009	1.00908	1	0.991	0.2612
IER2	v1	rg	gw18_2	1.13325	0	0.141	1.17516	0.946	0.805	0.96434
CRYAB	v1	rg	gw18_2	0.90299	0	0.22	1.66869	0.549	0.329	0.54113
FOS	v1	rg	gw18_2	0.75341	0	0.049	1.05224	0.987	0.938	0.716
HIST1H1D	v1	rg	gw18_2	0.67292	0	0.221	1.68634	0.543	0.322	0.39904
RPL22L1	v1	rg	gw18_2	0.6519	0	0.238	1.37363	0.875	0.637	0.47458
RPS21	v1	rg	gw18_2	0.63417	0	0.111	1.12528	0.997	0.886	0.56356
RPL41	v1	rg	gw18_2	0.62321	0	0.07	1.07527	1	0.93	0.57959
CYR61	v1	rg	gw18_2	0.6207	0	0.143	1.19298	0.884	0.741	0.5203
RPS10	v1	rg	gw18_2	0.62025	0	0.257	1.3785	0.936	0.679	0.44994
ARC	v1	rg	gw18_2	0.61945	0	0.223	1.44158	0.728	0.505	0.4297
RPL36A	v1	rg	gw18_2	0.53051	0	0.27	1.53571	0.774	0.504	0.34545
DUSP1	v1	rg	gw18_2	0.52864	0	0.195	1.36313	0.732	0.537	0.38781
RPL39	v1	rg	gw18_2	0.50516	0	0.022	1.02249	1	0.978	0.49404
HIST1H4C	v1	rg	gw18_2	0.50444	0	0.208	1.30014	0.901	0.693	0.38799
CST3	v1	rg	gw18_2	0.50227	0	0.108	1.16438	0.765	0.657	0.43136
LGALS1	v1	rg	gw18_2	0.49045	0	0.184	1.37323	0.677	0.493	0.35715
RPS28	v1	rg	gw18_2	0.48037	0	0.041	1.04275	1	0.959	0.46067
JUND	v1	rg	gw18_2	0.47248	0	0.018	1.0184	0.996	0.978	0.46394
TRA2B	v1	rg	gw18_2	0.4622	0	0.199	1.28841	0.889	0.69	0.35874
ST5	v1	rg	gw18_2	0.45203	0	0.195	1.49618	0.588	0.393	0.30212
RPS26	v1	rg	gw18_2	0.44932	0	0.04	1.04175	0.998	0.958	0.43131
RPS15A	v1	rg	gw18_2	0.43949	0	0.024	1.02459	1	0.976	0.42894
RPL34	v1	rg	gw18_2	0.43925	0	0.011	1.01112	1	0.989	0.43442
SNHG15	v1	rg	gw18_2	0.4117	0	0.181	1.56562	0.501	0.32	0.26296
BTG3	v1	rg	gw18_2	0.39927	0	0.163	1.2299	0.872	0.709	0.32464
FOSB	v1	rg	gw18_2	0.39509	0	0.165	1.39663	0.581	0.416	0.28289
ZFAS1	v1	rg	gw18_2	0.39233	0	0.144	1.18113	0.939	0.795	0.33217
RPL37	v1	rg	gw18_2	0.38926	0	0.028	1.02887	0.998	0.97	0.37834
RPL26	v1	rg	gw18_2	0.38915	0	0.037	1.0385	0.998	0.961	0.37473
BEX1	v1	rg	gw18_2	0.38261	0	0.194	1.3129	0.814	0.62	0.29142
MT-ND3	v1	rg	gw18_2	0.38191	0	0.018	1.01835	0.999	0.981	0.37503
RPS7	v1	rg	gw18_2	0.37966	0	0.02	1.02043	0.999	0.979	0.37206
RPL30	v1	rg	gw18_2	0.37851	0	0.01	1.0101	1	0.99	0.37472
HSPA5	v1	rg	gw18_2	0.37762	0	0.129	1.17086	0.884	0.755	0.32252
SQLE	v1	rg	gw18_2	0.36944	0	0.142	1.18611	0.905	0.763	0.31147
EGR1	v1	rg	gw18_2	0.36881	0	0.086	1.11183	0.855	0.769	0.33172
LSM7	v1	rg	gw18_2	0.36675	0	0.163	1.21997	0.904	0.741	0.30062
SNRPD2	v1	rg	gw18_2	0.36178	0	0.175	1.26276	0.841	0.666	0.2865
IFRD1	v1	rg	gw18_2	0.36174	0	0.174	1.44162	0.568	0.394	0.25093
SNHG7	v1	rg	gw18_2	0.35982	0	0.179	1.34825	0.693	0.514	0.26688
RPS12	v1	rg	gw18_2	0.35786	0	0.012	1.01216	0.999	0.987	0.35356
PTPRZ1	v1	rg	gw18_2	0.35362	0	0.075	1.08224	0.987	0.912	0.32675
RPLP2	v1	rg	gw18_2	0.35295	0	0.063	1.06738	0.998	0.935	0.33067
RPL36	v1	rg	gw18_2	0.35149	0	0.036	1.03738	0.999	0.963	0.33882
SPRY2	v1	rg	gw18_2	0.34789	0	0.121	1.29584	0.53	0.409	0.26847
ITGA2	v1	rg	gw18_2	0.34659	0	0.145	1.26173	0.699	0.554	0.27469
H1F0	v1	rg	gw18_2	0.34569	0	0.156	1.24684	0.788	0.632	0.27726
PSAT1	v1	rg	gw18_2	0.34326	0	0.17	1.24638	0.86	0.69	0.27541
RPS24	v1	rg	gw18_2	0.33539	0	0.003	1.00301	1	0.997	0.33439
RPL14	v1	rg	gw18_2	0.3322	0	0.023	1.02357	0.999	0.976	0.32455
RPS27A	v1	rg	gw18_2	0.33131	0	0.008	1.00806	1	0.992	0.32866
SOX4	v1	rg	gw18_2	0.32973	0	0.05	1.05429	0.971	0.921	0.31275
RPS13	v1	rg	gw18_2	0.3291	0	0.012	1.01216	0.999	0.987	0.32514
FAU	v1	rg	gw18_2	0.32629	0	0.032	1.03313	0.998	0.966	0.31583
RPL35A	v1	rg	gw18_2	0.32472	0	0.02	1.02047	0.997	0.977	0.31821
RPS27	v1	rg	gw18_2	0.32253	0	0.016	1.01626	1	0.984	0.31737
RPS25	v1	rg	gw18_2	0.32058	0	0.054	1.05757	0.992	0.938	0.30312
COMMD6	v1	rg	gw18_2	0.31552	0	0.125	1.15225	0.946	0.821	0.27383
PTMA	v1	rg	gw18_2	0.31487	0	0.009	1.00909	0.999	0.99	0.31203
H3F3B	v1	rg	gw18_2	0.31476	0	0.009	1.00911	0.997	0.988	0.31192
RPL11	v1	rg	gw18_2	0.31265	0	0.003	1.00301	1	0.997	0.31172
RPL12	v1	rg	gw18_2	0.30584	0	0.019	1.01943	0.997	0.978	0.30001
HSPE1	v1	rg	gw18_2	0.29841	0	0.098	1.11422	0.956	0.858	0.26782
RHOB	v1	rg	gw18_2	0.29726	0	0.081	1.11571	0.781	0.7	0.26643
JUN	v1	rg	gw18_2	0.29452	0	0.052	1.05622	0.977	0.925	0.27884
HNRNPDL	v1	rg	gw18_2	0.2908	0	0.063	1.06908	0.975	0.912	0.27201
RPS15	v1	rg	gw18_2	0.29041	0	0.011	1.01112	1	0.989	0.28721
HSP90AB1	v1	rg	gw18_2	0.2826	0	0.028	1.02893	0.996	0.968	0.27466
EEF1D	v1	rg	gw18_2	0.27667	0	0.089	1.10011	0.978	0.889	0.25149
RPL32	v1	rg	gw18_2	0.27118	0	0.002	1.002	1	0.998	0.27064
RPLP1	v1	rg	gw18_2	0.26511	0	0.004	1.00402	0.999	0.995	0.26405
RPS8	v1	rg	gw18_2	0.25373	0	0.003	1.00301	0.999	0.996	0.25297
NME2	v1	rg	gw19	1.6632	0	0.361	2.52966	0.597	0.236	0.65748
GABARAP	v1	rg	gw19	1.51406	0	0.352	2.59276	0.573	0.221	0.58396
MT-ATP8	v1	rg	gw19	1.3757	0	0.33	2.43478	0.56	0.23	0.56502
RPL17	v1	rg	gw19	1.15752	0	0.319	1.57477	0.874	0.555	0.73504
HSPA1B	v1	rg	gw19	1.02406	0	0.33	1.72527	0.785	0.455	0.59356
RPS10	v1	rg	gw19	0.94266	0	0.17	1.20988	0.98	0.81	0.77914
DNAJB1	v1	rg	gw19	0.82224	0	0.182	1.29836	0.792	0.61	0.63329
NDUFA13	v1	rg	gw19	0.8061	0	0.312	1.61057	0.823	0.511	0.50051
TOMM5	v1	rg	gw19	0.79884	0	0.271	1.91554	0.567	0.296	0.41703
GFAP	v1	rg	gw19	0.77396	0	0.22	1.41985	0.744	0.524	0.5451
CYP51A1	v1	rg	gw19	0.74905	0	0.247	1.93208	0.512	0.265	0.38769
RPL22L1	v1	rg	gw19	0.72244	0	0.286	1.79006	0.648	0.362	0.40359
HSPA1A	v1	rg	gw19	0.70822	0	0.103	1.12748	0.911	0.808	0.62814
FOSB	v1	rg	gw19	0.65461	0	0.212	1.43177	0.703	0.491	0.4572
FOS	v1	rg	gw19	0.64656	0	0.018	1.01879	0.976	0.958	0.63464
MIF	v1	rg	gw19	0.64249	0	0.217	1.29364	0.956	0.739	0.49665
CSTB	v1	rg	gw19	0.63672	0	0.246	1.49102	0.747	0.501	0.42704
JUND	v1	rg	gw19	0.59503	0	0.253	1.64051	0.648	0.395	0.36271
GNG5	v1	rg	gw19	0.59492	0	0.222	1.41187	0.761	0.539	0.42137
LGALS1	v1	rg	gw19	0.57684	5.5e-4	0.164	1.36123	0.618	0.454	0.42376
PKN2	v1	rg	gw19	0.55677	0	0.273	2.02632	0.539	0.266	0.27477
NOL7	v1	rg	gw19	0.54296	0	0.249	1.68219	0.614	0.365	0.32277
CNTLN	v1	rg	gw19	0.54013	1.7e-4	0.188	1.56798	0.519	0.331	0.34448
MAGOH	v1	rg	gw19	0.53488	0	0.249	1.85862	0.539	0.29	0.28779
PRKDC	v1	rg	gw19	0.52959	0	0.244	1.52026	0.713	0.469	0.34836
CAMTA1	v1	rg	gw19	0.51205	0	0.251	1.52401	0.73	0.479	0.33599
RPL23A	v1	rg	gw19	0.51172	0	0.05	1.0528	0.997	0.947	0.48606
SQLE	v1	rg	gw19	0.50927	0	0.214	1.34185	0.84	0.626	0.37952
UXT	v1	rg	gw19	0.49592	0	0.231	1.6875	0.567	0.336	0.29388
STAT3	v1	rg	gw19	0.48289	0	0.225	1.5102	0.666	0.441	0.31975
NASP	v1	rg	gw19	0.48223	1e-5	0.188	1.32247	0.771	0.583	0.36464
NDUFB3	v1	rg	gw19	0.47425	0	0.224	1.71111	0.539	0.315	0.27716
HSPE1	v1	rg	gw19	0.47328	0	0.098	1.11382	0.959	0.861	0.42491
